                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.5298,                0.97068,                 1.0157,                0.82144,                0.68292,                0.76448,                0.37248,                 1.7286,                 1.0048,                 1.1142,              0.0085645,              0.0085645,              0.0085645
                    148,                 1.5198,                0.96306,                 1.0114,                0.82286,                0.68519,                0.76576,                 0.3729,                  1.728,                 1.0035,                 1.1142,              0.0085546,              0.0085546,              0.0085546
                    149,                 1.5269,                0.97239,                  1.011,                0.82675,                0.68217,                0.76586,                0.37362,                  1.729,                  1.002,                 1.1146,              0.0085447,              0.0085447,              0.0085447
                    150,                 1.5162,                 0.9656,                 1.0105,                0.82767,                0.68518,                0.76608,                0.37375,                  1.729,                  1.001,                 1.1146,              0.0085348,              0.0085348,              0.0085348
                    151,                 1.5215,                0.96712,                 1.0105,                0.82691,                0.68614,                0.76622,                0.37325,                 1.7286,                0.99974,                 1.1148,              0.0085249,              0.0085249,              0.0085249
                    152,                  1.513,                0.95969,                  1.008,                0.82798,                0.68353,                0.76461,                0.37367,                 1.7303,                0.99948,                 1.1155,               0.008515,               0.008515,               0.008515
                    153,                 1.5201,                0.96976,                 1.0116,                0.82893,                0.68497,                0.76425,                0.37426,                 1.7306,                0.99898,                 1.1158,              0.0085051,              0.0085051,              0.0085051
                    154,                 1.5161,                0.96011,                 1.0105,                0.82644,                0.68798,                0.76451,                0.37451,                 1.7307,                0.99811,                 1.1164,              0.0084952,              0.0084952,              0.0084952
                    155,                 1.5162,                0.95593,                 1.0101,                0.82172,                0.69234,                0.76483,                0.37461,                 1.7313,                0.99607,                 1.1164,              0.0084853,              0.0084853,              0.0084853
                    156,                 1.5093,                0.95671,                 1.0098,                0.82583,                 0.6914,                0.76723,                0.37581,                 1.7308,                0.99476,                 1.1166,              0.0084754,              0.0084754,              0.0084754
                    157,                 1.5138,                0.95847,                  1.009,                0.82858,                0.68963,                0.76767,                0.37558,                 1.7312,                0.99328,                 1.1166,              0.0084655,              0.0084655,              0.0084655
                    158,                 1.5092,                 0.9531,                 1.0101,                0.82763,                0.68988,                0.76703,                0.37496,                 1.7309,                0.99177,                  1.117,              0.0084556,              0.0084556,              0.0084556
                    159,                 1.5034,                0.94518,                 1.0068,                0.82511,                0.69275,                0.76711,                0.37447,                 1.7304,                 0.9909,                 1.1172,              0.0084457,              0.0084457,              0.0084457
                    160,                 1.5085,                0.95247,                 1.0084,                0.82155,                 0.6912,                0.76505,                0.37397,                 1.7311,                0.98987,                 1.1173,              0.0084358,              0.0084358,              0.0084358
                    161,                  1.512,                0.95764,                 1.0079,                 0.8217,                0.69304,                0.76515,                0.37358,                 1.7314,                0.98947,                 1.1175,              0.0084259,              0.0084259,              0.0084259
                    162,                 1.4985,                0.94363,                 1.0047,                0.82609,                0.68774,                0.76497,                0.37452,                 1.7323,                0.98885,                 1.1183,               0.008416,               0.008416,               0.008416
                    163,                 1.5127,                0.95042,                 1.0085,                0.82541,                 0.6906,                0.76533,                 0.3745,                 1.7324,                0.98866,                 1.1182,              0.0084061,              0.0084061,              0.0084061
                    164,                 1.4959,                0.94676,                 1.0005,                0.82565,                0.69159,                0.76538,                0.37514,                 1.7322,                0.98747,                 1.1185,              0.0083962,              0.0083962,              0.0083962
                    165,                 1.5068,                0.93924,                 1.0063,                0.82713,                0.68934,                0.76637,                 0.3754,                 1.7323,                 0.9869,                 1.1186,              0.0083863,              0.0083863,              0.0083863
                    166,                 1.4981,                 0.9427,                  1.006,                0.82386,                0.69097,                0.76563,                 0.3747,                 1.7324,                0.98648,                 1.1186,              0.0083764,              0.0083764,              0.0083764
                    167,                 1.4944,                0.94569,                 1.0041,                0.82496,                0.68882,                0.76547,                0.37446,                 1.7325,                 0.9842,                 1.1189,              0.0083665,              0.0083665,              0.0083665
                    168,                 1.4881,                0.93862,                 1.0026,                0.82626,                0.68766,                0.76669,                0.37417,                 1.7328,                0.98436,                 1.1191,              0.0083566,              0.0083566,              0.0083566
                    169,                 1.4928,                0.93767,                0.99964,                0.82847,                0.69221,                0.76697,                0.37329,                 1.7331,                0.98285,                 1.1189,              0.0083467,              0.0083467,              0.0083467
                    170,                 1.4889,                0.93187,                0.99988,                0.82946,                0.69536,                0.76919,                0.37345,                 1.7335,                0.98325,                 1.1195,              0.0083368,              0.0083368,              0.0083368
                    171,                 1.4946,                0.93976,                 1.0028,                0.82901,                0.69327,                0.76694,                 0.3737,                 1.7336,                0.98178,                 1.1201,              0.0083269,              0.0083269,              0.0083269
                    172,                 1.4835,                0.92828,                0.99788,                0.83319,                0.69297,                0.76818,                0.37337,                 1.7333,                0.98135,                 1.1203,               0.008317,               0.008317,               0.008317
                    173,                 1.4861,                0.93153,                 1.0007,                0.83166,                0.69446,                 0.7678,                0.37435,                 1.7333,                0.98037,                 1.1204,              0.0083071,              0.0083071,              0.0083071
                    174,                 1.4828,                0.93032,                0.99952,                 0.8309,                0.69486,                0.76776,                0.37405,                 1.7321,                0.97967,                 1.1203,              0.0082972,              0.0082972,              0.0082972
                    175,                 1.4862,                0.93672,                 1.0033,                0.83144,                0.69539,                0.76895,                0.37341,                 1.7314,                0.97809,                 1.1201,              0.0082873,              0.0082873,              0.0082873
                    176,                 1.4829,                0.92243,                 1.0021,                0.82823,                0.69774,                0.76893,                0.37477,                 1.7304,                0.97734,                 1.1199,              0.0082774,              0.0082774,              0.0082774
                    177,                 1.4854,                0.92559,                 1.0008,                0.82831,                0.69726,                0.76763,                0.37464,                 1.7313,                0.97576,                 1.1208,              0.0082675,              0.0082675,              0.0082675
                    178,                  1.471,                0.92182,                0.99692,                0.83063,                0.69623,                0.76885,                0.37535,                 1.7316,                0.97387,                  1.121,              0.0082576,              0.0082576,              0.0082576
                    179,                 1.4867,                 0.9299,                 0.9988,                0.83041,                  0.696,                 0.7687,                0.37534,                 1.7313,                0.97261,                  1.121,              0.0082477,              0.0082477,              0.0082477
                    180,                 1.4721,                 0.9185,                0.99688,                0.83766,                0.69398,                0.76818,                0.37541,                 1.7306,                0.97195,                 1.1204,              0.0082378,              0.0082378,              0.0082378
                    181,                 1.4809,                0.92938,                0.99907,                0.83691,                 0.6935,                 0.7683,                0.37497,                 1.7311,                0.97129,                 1.1205,              0.0082279,              0.0082279,              0.0082279
                    182,                 1.4688,                0.91555,                0.99714,                0.83919,                0.69191,                0.76899,                0.37567,                 1.7315,                 0.9698,                 1.1207,               0.008218,               0.008218,               0.008218
                    183,                 1.4705,                0.91581,                0.99683,                0.83993,                0.69308,                0.76929,                0.37485,                 1.7323,                0.96704,                 1.1213,              0.0082081,              0.0082081,              0.0082081
                    184,                 1.4625,                0.91321,                0.99277,                0.83698,                0.69442,                0.77033,                0.37538,                 1.7322,                0.96595,                 1.1215,              0.0081982,              0.0081982,              0.0081982
                    185,                 1.4735,                0.91883,                0.99865,                0.83499,                0.69532,                 0.7714,                0.37561,                 1.7322,                0.96461,                 1.1214,              0.0081883,              0.0081883,              0.0081883
                    186,                 1.4737,                0.92462,                 1.0002,                0.83127,                0.69706,                0.77017,                0.37551,                 1.7317,                0.96338,                 1.1217,              0.0081784,              0.0081784,              0.0081784
                    187,                 1.4686,                0.91317,                 0.9991,                 0.8423,                0.69123,                0.77125,                0.37688,                 1.7307,                0.96155,                 1.1217,              0.0081685,              0.0081685,              0.0081685
                    188,                 1.4706,                0.91198,                0.99603,                0.84523,                0.69157,                0.77115,                0.37605,                 1.7309,                0.96116,                 1.1221,              0.0081586,              0.0081586,              0.0081586
                    189,                  1.465,                0.91913,                0.99969,                0.84372,                0.69419,                0.77087,                 0.3754,                 1.7314,                0.95918,                 1.1226,              0.0081487,              0.0081487,              0.0081487
                    190,                 1.4633,                0.90543,                0.99866,                0.84316,                0.68977,                0.76944,                0.37508,                  1.731,                0.95784,                 1.1224,              0.0081388,              0.0081388,              0.0081388
                    191,                 1.4538,                0.90097,                0.99162,                0.84157,                0.69195,                0.76907,                0.37558,                 1.7315,                 0.9566,                 1.1225,              0.0081289,              0.0081289,              0.0081289
                    192,                 1.4572,                0.90796,                0.99032,                0.83608,                0.69617,                0.76974,                0.37526,                 1.7308,                0.95603,                 1.1231,               0.008119,               0.008119,               0.008119
                    193,                 1.4624,                0.90532,                0.98905,                 0.8382,                0.69477,                0.77164,                0.37639,                 1.7306,                0.95554,                  1.123,              0.0081091,              0.0081091,              0.0081091
                    194,                 1.4521,                0.89726,                0.99098,                0.83937,                0.69559,                0.77218,                0.37679,                 1.7311,                0.95442,                 1.1231,              0.0080992,              0.0080992,              0.0080992
                    195,                 1.4484,                0.89876,                0.99278,                0.84267,                0.69571,                 0.7728,                  0.377,                 1.7315,                0.95546,                 1.1233,              0.0080893,              0.0080893,              0.0080893
                    196,                 1.4422,                0.90126,                0.98742,                 0.8404,                0.69509,                0.77245,                0.37737,                 1.7324,                0.95466,                 1.1232,              0.0080794,              0.0080794,              0.0080794
                    197,                 1.4447,                0.89591,                 0.9922,                0.84103,                0.69398,                0.77241,                0.37661,                 1.7332,                0.95381,                 1.1238,              0.0080695,              0.0080695,              0.0080695
                    198,                 1.4442,                0.89484,                0.98895,                0.83966,                0.69609,                0.77342,                0.37682,                 1.7319,                0.95125,                 1.1238,              0.0080596,              0.0080596,              0.0080596
                    199,                 1.4495,                 0.8954,                0.98925,                0.84188,                0.69564,                0.77411,                0.37665,                 1.7327,                0.95135,                 1.1242,              0.0080497,              0.0080497,              0.0080497
                    200,                 1.4489,                0.89455,                0.99315,                0.84146,                0.69667,                0.77454,                0.37676,                 1.7325,                0.95096,                 1.1244,              0.0080398,              0.0080398,              0.0080398
                    201,                 1.4476,                0.89213,                0.99044,                0.84342,                 0.6968,                0.77489,                0.37704,                 1.7317,                0.94927,                 1.1242,              0.0080299,              0.0080299,              0.0080299
                    202,                 1.4467,                0.89121,                0.99265,                0.84361,                0.69554,                0.77535,                0.37745,                 1.7313,                0.95058,                 1.1245,                0.00802,                0.00802,                0.00802
                    203,                 1.4373,                0.88506,                 0.9906,                0.83621,                0.70056,                0.77618,                0.37813,                 1.7321,                0.94833,                  1.125,              0.0080101,              0.0080101,              0.0080101
                    204,                  1.436,                0.88993,                 0.9875,                0.83699,                0.70198,                0.77673,                0.37817,                 1.7313,                0.94719,                 1.1254,              0.0080002,              0.0080002,              0.0080002
                    205,                 1.4358,                0.88856,                0.98947,                0.83638,                0.69997,                0.77431,                0.37757,                 1.7312,                0.94784,                 1.1254,              0.0079903,              0.0079903,              0.0079903
                    206,                 1.4379,                0.88972,                0.98634,                0.83743,                0.70129,                0.77611,                0.37765,                 1.7312,                0.94685,                 1.1257,              0.0079804,              0.0079804,              0.0079804
                    207,                  1.434,                0.88682,                 0.9898,                0.84036,                0.70274,                 0.7758,                0.37826,                 1.7318,                 0.9469,                 1.1259,              0.0079705,              0.0079705,              0.0079705
                    208,                 1.4331,                0.88195,                0.98874,                0.84196,                0.70485,                0.77561,                0.37864,                 1.7319,                0.94633,                 1.1265,              0.0079606,              0.0079606,              0.0079606
                    209,                 1.4382,                0.89168,                 0.9884,                0.84222,                0.70397,                0.77422,                0.37794,                 1.7313,                0.94605,                 1.1264,              0.0079507,              0.0079507,              0.0079507
                    210,                 1.4264,                0.87826,                0.98575,                0.84288,                0.70533,                0.77474,                0.37745,                 1.7312,                0.94591,                 1.1264,              0.0079408,              0.0079408,              0.0079408
                    211,                 1.4268,                0.88337,                0.98482,                0.84123,                0.70682,                 0.7748,                 0.3781,                 1.7299,                0.94544,                 1.1259,              0.0079309,              0.0079309,              0.0079309
                    212,                 1.4231,                0.87567,                0.98487,                0.84684,                 0.6982,                0.77407,                0.37764,                 1.7306,                0.94452,                 1.1264,               0.007921,               0.007921,               0.007921
                    213,                  1.426,                0.87733,                0.98581,                0.85168,                0.69838,                0.77554,                0.37721,                 1.7307,                0.94455,                 1.1264,              0.0079111,              0.0079111,              0.0079111
                    214,                 1.4227,                0.87463,                0.98502,                0.85734,                0.69366,                0.77512,                 0.3775,                 1.7314,                0.94352,                 1.1273,              0.0079012,              0.0079012,              0.0079012
                    215,                 1.4282,                0.88413,                0.98125,                0.85945,                0.69612,                0.77563,                0.37759,                 1.7305,                 0.9424,                 1.1276,              0.0078913,              0.0078913,              0.0078913
                    216,                 1.4282,                0.88147,                0.98407,                0.85756,                0.69899,                 0.7753,                0.37881,                 1.7297,                0.94164,                 1.1271,              0.0078814,              0.0078814,              0.0078814
                    217,                 1.4254,                0.88078,                0.98158,                0.85483,                0.70171,                0.77503,                0.37922,                 1.7287,                0.94141,                 1.1268,              0.0078715,              0.0078715,              0.0078715
                    218,                 1.4216,                0.87594,                0.98352,                0.85111,                0.70327,                0.77522,                0.37934,                 1.7283,                0.93998,                 1.1269,              0.0078616,              0.0078616,              0.0078616
                    219,                 1.4312,                0.87626,                0.98628,                0.84811,                0.70398,                0.77468,                0.37985,                 1.7285,                0.93854,                 1.1272,              0.0078517,              0.0078517,              0.0078517
                    220,                 1.4102,                0.86712,                0.98306,                0.84964,                0.70476,                0.77477,                0.38052,                 1.7277,                0.93764,                 1.1273,              0.0078418,              0.0078418,              0.0078418
                    221,                 1.4138,                0.86778,                0.98553,                0.84699,                0.70924,                0.77479,                0.37934,                 1.7275,                0.93725,                 1.1272,              0.0078319,              0.0078319,              0.0078319
                    222,                 1.4115,                0.86666,                0.98287,                0.84745,                0.71348,                0.77738,                0.38019,                 1.7276,                0.93672,                 1.1275,               0.007822,               0.007822,               0.007822
                    223,                 1.4119,                 0.8681,                0.98084,                0.84895,                0.71327,                0.77674,                0.37954,                 1.7276,                0.93651,                 1.1277,              0.0078121,              0.0078121,              0.0078121
                    224,                 1.4167,                 0.8628,                0.98127,                 0.8499,                0.71311,                0.77664,                0.38002,                 1.7268,                0.93621,                 1.1274,              0.0078022,              0.0078022,              0.0078022
                    225,                 1.4056,                0.86266,                0.97771,                0.85411,                0.71643,                0.78198,                0.38039,                 1.7271,                0.93511,                 1.1278,              0.0077923,              0.0077923,              0.0077923
                    226,                 1.4125,                0.87206,                 0.9832,                 0.8556,                0.71789,                0.78295,                0.37977,                  1.727,                 0.9335,                 1.1279,              0.0077824,              0.0077824,              0.0077824
                    227,                 1.4097,                0.86281,                0.97945,                0.85133,                0.71642,                0.77907,                0.37961,                 1.7267,                0.93305,                 1.1279,              0.0077725,              0.0077725,              0.0077725
                    228,                 1.4069,                0.86524,                 0.9751,                0.85106,                0.71845,                0.77942,                0.37915,                 1.7259,                0.93223,                  1.128,              0.0077626,              0.0077626,              0.0077626
                    229,                 1.4091,                0.86775,                0.98083,                0.85474,                0.71549,                0.77951,                0.37897,                 1.7259,                0.93202,                  1.128,              0.0077527,              0.0077527,              0.0077527
                    230,                 1.4132,                0.86848,                0.98036,                0.85722,                0.71511,                0.78065,                0.37884,                 1.7256,                0.93025,                 1.1285,              0.0077428,              0.0077428,              0.0077428
                    231,                 1.4099,                0.86263,                 0.9799,                0.86181,                0.71075,                0.78049,                  0.378,                 1.7251,                0.92906,                 1.1283,              0.0077329,              0.0077329,              0.0077329
                    232,                 1.3993,                 0.8589,                0.97571,                0.86497,                0.70867,                0.77977,                0.37784,                 1.7242,                0.92929,                 1.1281,               0.007723,               0.007723,               0.007723
                    233,                 1.4025,                 0.8525,                0.98017,                0.86542,                0.71233,                0.78018,                 0.3782,                 1.7241,                0.92756,                 1.1285,              0.0077131,              0.0077131,              0.0077131
                    234,                 1.3954,                 0.8577,                0.97554,                0.87121,                 0.7056,                0.78019,                0.37841,                 1.7247,                0.92656,                 1.1287,              0.0077032,              0.0077032,              0.0077032
                    235,                 1.4034,                0.85666,                0.97954,                0.86838,                  0.707,                0.77951,                0.37848,                  1.724,                0.92701,                 1.1288,              0.0076933,              0.0076933,              0.0076933
                    236,                    1.4,                0.85688,                0.98072,                0.86948,                0.70664,                0.78009,                0.37921,                 1.7234,                0.92463,                 1.1288,              0.0076834,              0.0076834,              0.0076834
                    237,                 1.3956,                0.85366,                 0.9775,                0.87038,                0.70608,                 0.7798,                0.37928,                 1.7232,                0.92379,                 1.1291,              0.0076735,              0.0076735,              0.0076735
                    238,                 1.3951,                 0.8506,                0.97698,                0.87016,                0.70311,                0.77754,                0.37932,                 1.7222,                0.92335,                 1.1293,              0.0076636,              0.0076636,              0.0076636
                    239,                   1.39,                0.84809,                0.97436,                0.87077,                0.70613,                 0.7783,                0.37878,                 1.7224,                0.92252,                  1.129,              0.0076537,              0.0076537,              0.0076537
                    240,                 1.3927,                0.84921,                0.97609,                0.86521,                0.70872,                0.77845,                0.37998,                 1.7226,                0.92118,                 1.1292,              0.0076438,              0.0076438,              0.0076438
                    241,                 1.4009,                0.85635,                0.97803,                0.85894,                0.71295,                0.77886,                0.38017,                 1.7224,                0.91989,                 1.1296,              0.0076339,              0.0076339,              0.0076339
                    242,                 1.3911,                0.84717,                0.97683,                0.87181,                0.70545,                0.77855,                0.38038,                  1.722,                0.91947,                 1.1295,               0.007624,               0.007624,               0.007624
                    243,                 1.3935,                0.84556,                0.97538,                0.85885,                0.71369,                0.77823,                0.37984,                 1.7222,                0.91944,                 1.1296,              0.0076141,              0.0076141,              0.0076141
                    244,                 1.3819,                0.84258,                0.97788,                0.86676,                0.70725,                0.77837,                0.38034,                 1.7223,                0.91941,                 1.1297,              0.0076042,              0.0076042,              0.0076042
                    245,                 1.3969,                0.85399,                0.97664,                0.86636,                0.70911,                0.77978,                0.38055,                 1.7215,                0.91798,                 1.1298,              0.0075943,              0.0075943,              0.0075943
                    246,                 1.3907,                0.85205,                0.97584,                0.86449,                0.71044,                0.77905,                0.38143,                 1.7207,                0.91714,                 1.1295,              0.0075844,              0.0075844,              0.0075844
                    247,                 1.3905,                  0.851,                  0.975,                0.86762,                0.71058,                0.77925,                0.38158,                 1.7216,                0.91748,                 1.1298,              0.0075745,              0.0075745,              0.0075745
                    248,                 1.3853,                0.84703,                0.97306,                0.86478,                0.71276,                0.78012,                0.38098,                 1.7217,                0.91558,                 1.1305,              0.0075646,              0.0075646,              0.0075646
                    249,                 1.3859,                0.84786,                0.97239,                 0.8648,                0.71531,                0.78088,                0.38167,                 1.7208,                0.91482,                   1.13,              0.0075547,              0.0075547,              0.0075547
                    250,                 1.3777,                0.83661,                0.97617,                0.86197,                0.71672,                0.78029,                0.38186,                 1.7205,                 0.9149,                 1.1303,              0.0075448,              0.0075448,              0.0075448
                    251,                 1.3801,                0.83507,                0.97495,                0.86363,                0.71835,                 0.7828,                0.38329,                 1.7195,                0.91406,                 1.1305,              0.0075349,              0.0075349,              0.0075349
                    252,                 1.3786,                0.83622,                0.97136,                0.86327,                0.71923,                0.78171,                0.38259,                 1.7187,                0.91123,                 1.1308,               0.007525,               0.007525,               0.007525
                    253,                 1.3729,                0.82716,                0.97201,                0.85647,                 0.7214,                0.78144,                0.38274,                 1.7191,                0.91144,                 1.1307,              0.0075151,              0.0075151,              0.0075151
                    254,                 1.3796,                0.83901,                0.96968,                0.85414,                0.72343,                0.78238,                0.38263,                 1.7199,                 0.9124,                 1.1311,              0.0075052,              0.0075052,              0.0075052
                    255,                 1.3772,                0.83454,                0.97374,                0.84677,                0.72841,                0.78264,                0.38323,                 1.7193,                0.91197,                 1.1312,              0.0074953,              0.0074953,              0.0074953
                    256,                 1.3817,                0.84285,                0.97227,                0.85299,                 0.7279,                 0.7837,                0.38357,                 1.7193,                0.91072,                 1.1315,              0.0074854,              0.0074854,              0.0074854
                    257,                 1.3737,                0.83166,                0.96937,                0.85133,                0.73398,                0.78487,                0.38465,                 1.7188,                0.90906,                 1.1314,              0.0074755,              0.0074755,              0.0074755
                    258,                 1.3738,                0.83566,                0.97524,                0.85566,                0.73415,                0.78606,                0.38425,                 1.7181,                0.90922,                 1.1315,              0.0074656,              0.0074656,              0.0074656
                    259,                 1.3712,                0.83057,                0.97001,                0.85755,                0.73472,                0.78649,                0.38542,                 1.7181,                0.90835,                 1.1311,              0.0074557,              0.0074557,              0.0074557
                    260,                 1.3728,                 0.8365,                0.97404,                0.85687,                 0.7373,                0.78642,                0.38439,                 1.7179,                0.90798,                 1.1314,              0.0074458,              0.0074458,              0.0074458
                    261,                 1.3649,                0.82198,                0.96906,                0.85723,                0.73743,                0.78534,                0.38438,                 1.7177,                0.90769,                 1.1313,              0.0074359,              0.0074359,              0.0074359
                    262,                 1.3696,                0.83043,                0.96883,                0.85683,                0.73669,                0.78531,                0.38533,                 1.7173,                0.90863,                 1.1311,               0.007426,               0.007426,               0.007426
                    263,                 1.3783,                0.83439,                0.97293,                0.85306,                0.73579,                0.78595,                0.38437,                 1.7174,                 0.9081,                 1.1311,              0.0074161,              0.0074161,              0.0074161
                    264,                 1.3701,                0.82919,                0.96632,                0.85376,                0.73521,                0.78537,                0.38514,                 1.7183,                0.90864,                 1.1316,              0.0074062,              0.0074062,              0.0074062
                    265,                 1.3691,                0.82994,                0.96887,                 0.8572,                0.73448,                0.78645,                0.38568,                 1.7163,                0.90771,                 1.1311,              0.0073963,              0.0073963,              0.0073963
                    266,                 1.3676,                0.83221,                0.97327,                 0.8574,                0.73217,                0.78691,                0.38602,                 1.7163,                0.90696,                 1.1313,              0.0073864,              0.0073864,              0.0073864
                    267,                 1.3765,                 0.8339,                 0.9735,                0.85691,                0.73084,                 0.7868,                0.38656,                 1.7173,                0.90699,                 1.1314,              0.0073765,              0.0073765,              0.0073765
                    268,                 1.3702,                0.82504,                0.96943,                 0.8584,                0.72816,                0.78644,                0.38694,                 1.7167,                0.90753,                 1.1311,              0.0073666,              0.0073666,              0.0073666
                    269,                 1.3657,                0.82808,                0.96945,                0.85642,                0.72789,                0.78701,                0.38647,                 1.7169,                0.90773,                 1.1311,              0.0073567,              0.0073567,              0.0073567
                    270,                 1.3629,                0.82763,                0.96963,                0.85494,                0.72815,                0.78747,                0.38604,                 1.7166,                0.90609,                 1.1312,              0.0073468,              0.0073468,              0.0073468
                    271,                  1.364,                0.82395,                0.96842,                0.85404,                0.72512,                0.78529,                0.38592,                 1.7169,                 0.9065,                 1.1315,              0.0073369,              0.0073369,              0.0073369
                    272,                 1.3629,                0.82603,                 0.9683,                0.85037,                0.72619,                0.78534,                0.38658,                 1.7159,                0.90705,                  1.131,               0.007327,               0.007327,               0.007327
                    273,                  1.357,                0.82782,                0.96678,                0.84729,                 0.7264,                0.78525,                0.38618,                 1.7151,                0.90578,                  1.131,              0.0073171,              0.0073171,              0.0073171
                    274,                 1.3672,                0.82446,                0.96675,                0.84652,                0.72409,                0.78539,                0.38611,                  1.716,                0.90458,                 1.1313,              0.0073072,              0.0073072,              0.0073072
                    275,                 1.3505,                0.81601,                0.96499,                0.84492,                0.72519,                0.78605,                0.38731,                 1.7165,                0.90478,                 1.1315,              0.0072973,              0.0072973,              0.0072973
                    276,                 1.3589,                0.81984,                0.96548,                0.84536,                0.72501,                 0.7859,                 0.3862,                 1.7161,                0.90399,                 1.1314,              0.0072874,              0.0072874,              0.0072874
                    277,                  1.355,                0.81073,                0.96701,                0.84307,                 0.7243,                0.78509,                0.38624,                 1.7167,                0.90282,                  1.132,              0.0072775,              0.0072775,              0.0072775
                    278,                 1.3584,                0.82311,                0.97004,                0.84321,                0.72404,                 0.7863,                0.38651,                 1.7154,                0.90329,                 1.1317,              0.0072676,              0.0072676,              0.0072676
                    279,                  1.353,                0.81803,                0.96767,                0.84305,                0.72427,                0.78532,                 0.3853,                 1.7152,                0.90204,                 1.1321,              0.0072577,              0.0072577,              0.0072577
                    280,                 1.3481,                0.81751,                0.96484,                0.84356,                0.72413,                0.78526,                0.38689,                 1.7155,                0.90186,                 1.1323,              0.0072478,              0.0072478,              0.0072478
                    281,                 1.3509,                 0.8145,                0.96596,                0.84109,                0.72362,                0.78538,                0.38669,                 1.7143,                0.90108,                 1.1325,              0.0072379,              0.0072379,              0.0072379
                    282,                 1.3438,                0.80687,                0.96469,                0.84143,                0.72737,                0.78662,                0.38685,                 1.7131,                0.90136,                 1.1319,               0.007228,               0.007228,               0.007228
                    283,                 1.3473,                0.81146,                0.96543,                0.84116,                0.72795,                0.78471,                0.38609,                  1.713,                0.90046,                 1.1322,              0.0072181,              0.0072181,              0.0072181
                    284,                 1.3422,                0.80519,                0.96246,                0.83939,                0.72944,                0.78475,                0.38632,                 1.7133,                0.89948,                 1.1323,              0.0072082,              0.0072082,              0.0072082
                    285,                 1.3493,                0.80897,                0.96224,                0.85316,                0.71875,                0.78567,                0.38709,                 1.7129,                0.89948,                 1.1325,              0.0071983,              0.0071983,              0.0071983
                    286,                 1.3463,                0.80966,                0.96597,                0.85446,                0.71812,                0.78636,                0.38744,                  1.712,                0.89948,                 1.1323,              0.0071884,              0.0071884,              0.0071884
                    287,                 1.3486,                0.81279,                0.96364,                0.85629,                0.71899,                0.78779,                0.38769,                 1.7112,                0.89802,                  1.133,              0.0071785,              0.0071785,              0.0071785
                    288,                 1.3364,                0.80092,                0.96057,                0.84351,                0.73263,                0.78802,                0.38732,                 1.7104,                0.89818,                 1.1332,              0.0071686,              0.0071686,              0.0071686
                    289,                 1.3432,                0.81796,                0.96228,                0.84279,                0.73401,                0.78875,                0.38768,                 1.7113,                 0.8982,                 1.1335,              0.0071587,              0.0071587,              0.0071587
                    290,                 1.3415,                0.80874,                0.96336,                0.84183,                0.73422,                0.78849,                0.38836,                 1.7105,                0.89808,                 1.1334,              0.0071488,              0.0071488,              0.0071488
                    291,                 1.3381,                0.80884,                0.96183,                0.84493,                0.73191,                0.78865,                0.38848,                 1.7098,                0.89799,                 1.1338,              0.0071389,              0.0071389,              0.0071389
                    292,                 1.3335,                 0.7974,                0.96227,                0.84523,                0.72825,                0.78809,                0.38803,                 1.7097,                0.89642,                 1.1338,               0.007129,               0.007129,               0.007129
                    293,                 1.3423,                 0.8097,                0.96503,                0.84507,                0.72636,                0.79011,                 0.3876,                 1.7088,                0.89592,                 1.1337,              0.0071191,              0.0071191,              0.0071191
                    294,                  1.336,                0.80195,                0.96123,                0.84493,                 0.7276,                0.79059,                0.38796,                 1.7091,                0.89561,                 1.1338,              0.0071092,              0.0071092,              0.0071092
                    295,                 1.3343,                0.80274,                0.96196,                0.84956,                0.72368,                0.79009,                0.38764,                 1.7093,                0.89547,                 1.1339,              0.0070993,              0.0070993,              0.0070993
                    296,                 1.3313,                0.79546,                0.96003,                0.85196,                0.72448,                0.78997,                0.38791,                 1.7087,                0.89488,                 1.1339,              0.0070894,              0.0070894,              0.0070894
                    297,                 1.3337,                0.79918,                0.96153,                0.85528,                0.72175,                0.78938,                0.38681,                 1.7083,                0.89422,                 1.1335,              0.0070795,              0.0070795,              0.0070795
                    298,                 1.3388,                0.80524,                0.96463,                0.85263,                0.72229,                0.78759,                0.38724,                 1.7075,                 0.8941,                 1.1341,              0.0070696,              0.0070696,              0.0070696
                    299,                 1.3421,                0.81216,                 0.9632,                  0.854,                0.72139,                0.78827,                0.38603,                 1.7067,                0.89466,                  1.134,              0.0070597,              0.0070597,              0.0070597
                    300,                 1.3338,                0.80471,                0.95992,                0.85278,                0.72246,                0.78867,                0.38685,                  1.707,                0.89526,                 1.1342,              0.0070498,              0.0070498,              0.0070498
                    301,                 1.3233,                0.79298,                0.95923,                0.85142,                0.72373,                0.78876,                0.38669,                 1.7059,                0.89506,                 1.1342,              0.0070399,              0.0070399,              0.0070399
                    302,                   1.33,                0.80209,                0.96185,                0.85232,                 0.7233,                0.78952,                0.38657,                 1.7061,                0.89452,                  1.134,                0.00703,                0.00703,                0.00703
                    303,                 1.3313,                0.80501,                0.95743,                0.84984,                0.72445,                0.79025,                0.38718,                 1.7054,                0.89478,                 1.1338,              0.0070201,              0.0070201,              0.0070201
